〒	(ゆうびん)
膏	(コウ)〜(あぶら)『カウ
槹	(コウ)
杲	(コウ)〜(あきらか)(たか・い)
槁	(コウ)〜(か・れる)
稿	(コウ)〜(わら)(したがき)『カウ
稾	(コウ)〜(わら)(したがき)
縞	(コウ)〜(しま)(しろぎぬ)
藁	(コウ)〜(わら)
鎬	(コウ)〜(しのぎ)(なべ)
告	(コク)〜(つ・げる)(い)『こう
告り言	のりごと
誥	(コウ)〜(つ・ぐ)
戈	(カ)〜(ほこ)(ほこづくり)(かのほこ)『クヮ『クワ
咯	(カク)〜(は・く)
哥	(カ)(コ)〜(あに)(うた)
割	(カツ)〜(わ・る)(わり)(わ・り)(わ・れる)(さ・く)
彁	(カ)(セイ)
歌	(カ)〜(うた)(うた・う)
擱	(カク)〜(お・く)
鴿	(コウ)〜(はと)(どばと)
謌	(カ)〜(うた)(うた・う)
挌	(カク)〜(う・つ)
革	(カク)〜(かわ)『あらたまる『あらためる『かは『つくりかわ
茖	(カク)
格	(カク)(コウ)(キャク)(ゴウ)〜(いたる)(のり)『いたす『カウ『ガウ『こ『ただす
鬲	(カク)(レキ)〜(かなえ)(へだ・てる)『へ
隔	(カク)〜(へだ・てる)(へだ・たる)
閤	(コウ)〜(くぐりど)『カフ
閣	(カク)『たかどの
膈	(カク)
骼	(カク)
臈	(ロウ)
舸	(カ)〜(ふね)
葛	(カツ)(カチ)〜(つづら)(くず)(か)(かず)(かずら)(かっ)(かつら)『かづら『くずかずら
葛籠	つづら
葛蔓	かづら『くずかずら
个	{個}个。(カ)(コ)
各	(カク)〜(おのおの)(かか)(かが)
各々	おのおの
個	{個}个。(コ)(カ)『じ『ち『ぢ『つ
箇	{個}箇。(カ)(コ)『じ『ち『ぢ『つ
給	(キュウ)〜(たま・う)(たも・う)(たま・え)(きい)『キフ
根	(コン)〜(ね)(ね)
跟	(コン)〜(くび・す)
亘	{亙}亘。(コウ)(カン)〜(わた・る)(もと・める)(せん)(のぶ)(とうる)(わたる)(ひさし)
亙	{亙}亘。(コウ)(カン)〜(わた・る)(もと・める)(のぶ)『セン
艮	(コン)(ゴン)〜(うしとら)(ねずくり)
庚	(コウ)〜(かのえ)『カウ
畊	(キョウ)(コウ)〜(たが・やす)
耕	(コウ)〜(たがや・す)(こお)『カウ
羮	(コウ)(カン)〜(あつもの)
羹	(コウ)(カン)〜(あつもの)
耿	(コウ)〜(ひかり)
哽	(コウ)〜(むせ・ぶ)
峺	(コ)
梗	(コウ)(キョウ)〜(ふさぐ)(やまにれ)(おおむね)『カウ『キャウ
鯁	のぎ
更	(コウ)〜(さら)(さら・に)(ふ・ける)(ふ・かす)『カウ『かえる『かわる『こもごも『ふけ
工	(コウ)(ク)(グ)〜(もく)(たくみ)
弓	(キュウ)〜(ゆみ)(こ)(ゆ)
弓柄	ゆづか『ゆみつか
弓束	ゆづか『ゆみつか
公	(コウ)(ク)〜(おおやけ)(あきら)(き)(きみ)(きん)(たか)(ただし)(とも)(ひろ)(まさ)『おほ
公卿	まえつきみ『まちぎみ『まへ
公魚	わかさぎ
功	(コウ)(ク)〜(いさお)(いさ)(かつ)(くぬ)(ぐう)(こと)(つとむ)(とし)(のり)(よし)『いさおし『いさを『くう
攻	(コウ)〜(せ・める)(おさむ)『おさめる
肱	(コウ)〜(かいな)(ひじ)(まるい)『かひな『ひぢ
恭	(キョウ)〜(うやうや・しい)(きよ)(やす)(やすし)(ゆき)(よし)
蚣	(コウ)(ショウ)
躬	(キュウ)(キョウ)〜(み)『みずから
宮	(キュウ)(グウ)(ク)(クウ)〜(みや)(ぐ)(み)
廾	(キョウ)(ク)〜(にじゅう)(にじゅうあし)
汞	(コウ)〜(みずがね)
拱	(キョウ)(コウ)〜(こまぬ・く)(こまね・く)
鞏	(キョウ)〜(かたい)
共	(キョウ)〜(とも)(とも・に)(ども)『ぐち『むた
供	(キョウ)(ク)(クウ)(グ)〜(そな・える)(とも)(ども)
貢	(コウ)(ク)〜(みつ・ぐ)
貢ぎ	みつぎ
熕	(コウ)
勾	(コウ)(ク)〜(かぎ)(ま・がる)(まがり)『とらえる
佝	(コウ)(ク)〜(せむし)
冓	(コウ)〜(かま・える)
鈎	(コウ)(ク)〜(かぎ)
鉤	(コウ)(ク)〜(かぎ)『こ『ち『はり
溝	(コウ)〜(みぞ)(どぶ)『うなて『せせなぎ『せせなげ
篝	(コウ)〜(かがりび)(かがり)(ふせご)
苟	(コウ)(ク)〜(いやしく・も)『まことに
狗	(ク)(コウ)〜(いぬ)『えのころ『ゑのこ
狗母魚	えそ
枸	(ク)(コウ)
垢	(コウ)(ク)〜(あか)(はじ)
遘	(コウ)〜(あ・う)(まみ・える)
搆	(コウ)
詬	(コウ)(ク)〜(ののし・る)(はじ)(はずかし・める)
媾	(コウ)〜(よしみ)
構	(コウ)〜(かま・える)(かま・う)(とち)『かじ『かぢ
覯	(コウ)〜(あ・う)
購	(コウ)『あがなう
估	(コ)〜(あきな・う)(あた・い)
沽	(コ)〜(あた・い)(あら・い)(う・る)
孤	(コ)『みなしご
孤児	{孤兒}孤児。みなしご
孤兒	{孤兒}孤児。みなしご
姑	(コ)〜(しゅうとめ)(しゅうと)(おば)(しばらく)『しうと『しうとめ
柧	(コ)(カ)〜(く)
菰	(コ)〜(こも)(まこも)
蛄	(コ)
辜	(コ)〜(つみ)
觚	(コ)〜(さかずき)
箍	(コ)〜(たが)
鴣	(コ)
轂	(コク)〜(こしき)
古	(コ)〜(ふる・い)(ふる)(ふる・す)(ふゆ)『いにしえ『へ
谷	(コク)〜(たに)(きわ・まる)(がい)(がえ)(がや)(せ)(たり)(たん)(や)『さこ『やつ『やと
股	(コ)〜(また)(もも)
骨	(コツ)〜(ほね)
罟	(コ)〜(あみ)
逧	(サコ)(セコ)
詁	(コ)〜(よみ)
鼓	(コ)〜(つづみ)
榾	(コツ)〜(ほた)
榾柮	ほた
鈷	(コ)
皷	(コ)〜(つづみ)
榖	かじ『かぢ
穀	〔穀〕穀。(コク)〜(たけ)『たなつもの
瞽	(コ)〜(めし・い)『めくら
鶻	(コツ)(カツ)〜(はやぶさ)
蠱	(コ)(ヤ)『まじ
固	(コ)〜(かた・める)(かた・まる)(かた・まり)(かた・い)『もとより
固まり	かたまり
故	(コ)〜(ゆえ)『え『から『かれ『け『ことさら『ふる『ふるい『もと『ゆゑ『ゑ
凅	(コ)(カク)〜(か・れる)(か・らす)(こお・る)
梏	(コク)(カク)〜(てかせ)
雇	{僱}雇。(コ)〜(やと・う)
痼	(コ)
僱	{僱}雇。コ『やとう
錮	(コ)〜(ふさ・ぐ)
顧	(コ)〜(かえり・みる)(たか)(み)『かえって
瓜	(カ)(ケ)〜(うり)(う)『クヮ
呱	(コ)
刮	(カツ)〜(こそ・げる)(けず・る)『クヮツ
颪	(おろし)
寡	(カ)『クヮ『クワ『すくない『やもめ
寡婦	やもめ
卦	(カ)(カイ)(ケ)〜(うらかた)
挂	(ケイ)(カイ)(ケ)〜(か・ける)
掛	(カイ)(ケイ)〜(か・ける)(か・ける)(か・け)(か・け)(が・け)(か・かる)(か・かる)(が・かる)(か・かり)(が・かり)(かかり)(がかり)(かけ)『かける
掛（け）橋	かけはし
絓	しけ
罫	(ケイ)(カイ)(ケ)
褂	(ケイ)(カイ)(ケ)〜(うちき)(うちかけ)
乖	(カイ)〜(そむ・く)(もとる)
拐	(カイ)
枴	(カイ)〜(つえ)
怪	{怪}恠。(カイ)(ケ)〜(あや・しい)(あや・しむ)『クヮイ『クワイ『しるまし
恠	{怪}恠。(カイ)(ケ)〜(あや・しい)(あや・しむ)
官	(カン)『クヮン『クワン『つかさ
蒄	(カン)
棺	(カン)『クヮン『クワン『ひつぎ『ひとき
関	{關}関。(カン)〜(せき)(ぜき)(かか・わる)(からくり)(かんぬき)『あずかる『クヮン『クワン
観	{觀}観。(カン)〜(み・る)(しめ・す)『クヮン『クワン『みせる
關	{關}関。(カン)〜(せき)(かか・わる)(からくり)(かんぬき)『あずかる『クヮン『クワン『ぜき
鰥	(カン)(コン)〜(やもめ)(やもお)
鰥夫	やもめ
觀	{觀}観。(カン)〜(み・る)(しめ・す)『クヮン『クワン『みせる
欟	(つき)
莞	(カン)〜(い)『クヮン『ふとい『ゐ
管	(カン)〜(くだ)(すが)『クヮン『クワン
舘	(カン)〜(やかた)(たて)(たち)
館	〔館〕館。(カン)〜(やかた)(たて)(たち)『クヮン『クワン
丱	(カン)(ケン)
冠	(カン)〜(かんむり)(か)(かっぷ)(まさる)『かうぶり『かがふり『かぶり『かぶる『かむり『クヮン『クワン『こうぶり『さか
貫	(カン)〜(つらぬ・く)(ぬ・く)(ぬき)(つら)(ぬく)『クヮン『クワン
貫木	かんぬき『クワン
潅	(カン)〜(そそ・ぐ)
慣	(カン)〜(な・れる)(な・らす)『クヮン
樌	(カン)〜(ぬき)
盥	(カン)〜(たらい)(そそ・ぐ)『たらひ
灌	(カン)〜(そそ・ぐ)『クヮン
罐	{罐}鑵。(カン)〜(かま)(ふ)(べ)『クヮン『クワン
鑵	{罐}鑵。(カン)〜(かま)『クワン
鸛	(カン)〜(こうのとり)『こふ
光	(コウ)〜(ひか・る)(ひかり)(あき)(あきら)(こお)(てる)(ひこ)(み)(みつ)『クヮウ
洸	(コウ)〜(ひろ)(ひろし)(たけし)(ひかり)『クヮウ
胱	(コウ)
广	(ゲン)〜(まだれ)
広	〔廣〕広。(コウ)〜(ひろ・い)(ひろ・まる)(ひろ・める)(ひろ・がる)(ひろ・げる)『クヮウ
廣	〔廣〕広。(コウ)〜(ひろ・い)(ひろ・まる)(ひろ・める)(ひろ・がる)(ひろ・げる)『クヮウ
𥶡	たが
圭	{圭}珪。(ケイ)(ケ)〜(か)(きよ)(たま)(よし)(かど)(きよし)
皈	(キ)〜(かえ・る)(かえ・す)(おく・る)(とつ・ぐ)
珪	{圭}珪。(ケイ)〜(たま)
帰	〔歸〕帰。(キ)〜(かえ・る)(かえ・す)(おく・る)(とつ・ぐ)
規	(キ)〜(すのり)(ただし)(のり)(み)
硅	(カク)(キャク)(ケイ)〜(やぶ・る)
亀	{龜}亀。(キ)(キュウ)(キン)〜(かめ)(ひさ)(ひさし)
袿	(ケイ)〜(うちき)(うちかけ)(うちぎ)
瑰	(カイ)〜(たま)(めずら・しい)
閨	(ケイ)(ケ)〜(ねや)
槻	(キ)〜(つき)『けやき
龜	{龜}亀。(キ)(キュウ)(キン)〜(かめ)(ひさし)
鮭	(カイ)(ケイ)〜(さけ)(しゃけ)(ふぐ)
竃	(ソウ)〜(かまど)(かま)(へっつい)
歸	〔歸〕帰。(キ)〜(かえ・る)(かえ・す)(おく・る)(とつ・ぐ)
軌	(キ)『わだち
鬼	(キ)〜(おに)(おに)
癸	(キ)〜(みずのと)『みづ
詭	(キ)〜(いつわ・る)『たがう
簋	き
桂	(ケイ)〜(かつら)(かつ)(よし)(か)
桧	(カイ)〜(ひのき)(ひ)
椢	(カイ)〜(そこ)(はこ)(くぬぎ)
貴	(キ)〜(たっと・い)(とうと・い)(たっと・ぶ)(とうと・ぶ)(きよ)(ぎ)(たか)(たかし)(よし)『あて『むち
跪	(キ)〜(ひざまず・く)
瞶	(キ)
櫃	(キ)〜(ひつ)
袞	(コン)
滾	(コン)〜(たぎ・る)(たぎ・らかす)
鯀	(コン)
棍	(コン)〜(つえ)
郭	(カク)〜(くるわ)(ひろ)『クヮク『クワク
聒	(カツ)〜(かまびす・しい)
鍋	(カ)〜(なべ)『なべ
国	{國}国。(コク)〜(くに)(くな)(こ)
圀	(コク)〜(くに)(こつ)
掴	(カク)〜(つか・む)(つか・まえる)(つか・まる)
國	{國}国。(コク)〜(くに)(こ)
幗	(カク)
馘	(カク)(キョク)〜(くびき・る)(みみき・る)『クヮク
果	{果}菓。(カ)〜(は・たす)(はた・す)(は・たす)(は・てる)(は・てる)(は・て)(み)『クヮ『クワ『はか
果たて	はたて
菓	{果}菓。(カ)『クヮ
椁	(カク)
槨	(カク)『クワク
裹	(ホウ)(カ)〜(つつ・む)『くぐつ
過	(カ)〜(す・ぎる)(す・ぎる)(す・ぎ)(す・ごす)(あやま・つ)(あやま・ち)『クヮ『クワ『よぎる
哈	(ゴウ)(ハ)(ソウ)
蛤	(コウ)〜(はまぐり)『かえる『かへる『はま
孩	(ガイ)(カイ)〜(ちのみご)
骸	(ガイ)(カイ)〜(むくろ)『から
還	(カン)〜(かえ・る)『かえす『クヮン『ゲン
海	〔海〕海。(カイ)〜(うみ)(あ)(あま)(うな)(うん)(え)(か)(た)(ひろ)(ひろし)(ぶ)(まち)(まま)(み)(め)(わたる)『わた
海<img src="resource00057.gif">	ばい
海老	えび
海螺	つぶ
海女	あま
海人	あま
海石榴	つばき
海士	あま
海鷂魚	えい『えひ
塰	(あま)
醢	(カイ)〜(ひしお)(ししびしお)(しおから)『しほ『びしほ
亥	(ガイ)(カイ)〜(い)(り)『ゐ
害	(ガイ)『そこなう
駭	(ガイ)(カイ)〜(おどろ・く)(おどろ・かす)
蚶	(カン)
酣	(カン)〜(たけなわ)『たけなは
鼾	(カン)〜(いびき)
邯	(カン)
含	(ガン)〜(ふく・む)(ふく・める)
函	(カン)〜(はこ)(い・れる)
凾	(カン)〜(はこ)(い・れる)
涵	(カン)〜(ひた・す)
寒	(カン)〜(さむ・い)(さ)(さん)『さぶ『さむ
韓	(カン)〜(から)(いげた)
罕	(カン)〜(まれ)
喊	(カン)(ヤク)〜(さけ・ぶ)
汗	(カン)〜(あせ)
旱	(カン)〜(ひでり)
捍	(カン)〜(ふせ・ぐ)
莟	{菡}莟。(ガン)(カン)〜(つぼみ)
悍	(カン)〜(たけし)(あらし)
菡	{菡}莟。つぼみ
漢	〔漢〕漢。(カン)〜(はん)『あや『から
撼	(カン)〜(うごか・す)
翰	(カン)〜(はね)(ふで)(やまどり)(ふみ)
頷	(ガン)(カン)〜(うなず・く)(あご)
澣	(カン)〜(あら・う)
憾	(カン)〜(うら・む)『うらみ
駻	(カン)
瀚	(カン)〜(ひろ・い)(なみ)
行	(コウ)(ギョウ)(アン)〜(い・く)(ゆ・く)(ゆ・き)(ゆき)(い・き)(いき)(おこな・う)(おこ・なう)(いく)(なみ)(なめ)(みち)(ゆき)(ゆく)『カウ『ギャウ『ギヤウ『くだり
行李	カウ『こうり
行潦	にはたづみ『にわたずみ
杭	(コウ)〜(くい)(わたる)『くいぜ『くひ『くひぜ
垳	(ガケ)〜(いけ)
航	(コウ)〜(わたる)『カウ『かはら『かわら
絎	{絎}裄。(コウ)〜(く・れる)(く・ける)『ゆき
頏	(コウ)〜(のど)
蒿	(コウ)〜(よもぎ)
嚆	(コウ)〜(さけ・ぶ)
竓	(ミリリットル)
毫	(ゴウ)(コウ)〜(ごう・も)(すこし)『ガウ
豪	(ゴウ)〜(えら・い)(こう)(ご)(すぐる)(たけ)(たけし)(ひで)(まさる)『えら『ガウ『つよい
壕	(コウ)(ゴウ)〜(ほり)『ガウ
濠	(ゴウ)(コウ)〜(ほり)『ガウ
好	(コウ)〜(この・む)(す・く)(よ・い)(い・い)(こ)(たか)(とし)(よし)『カウ『よしみ
号	{號}号。(ゴウ)〜(さけ・ぶ)(よびな)『ガウ
昊	(コウ)〜(そら)
耗	(モウ)(コウ)(カウ)
浩	(コウ)〜(おおき・い)(ひろ・い)(ひろ)(ひろし)(ゆたか)(こお)『カウ
晧	(コウ)
皓	(コウ)〜(しろ・い)(ひか・る)(あきら)(てる)(あき)(ひろ)(ひろし)『カウ
號	{號}号。(コウ)〜(さけ・ぶ)(よびな)『ガウ『ゴウ
呵	(カ)〜(か・す)(しか・る)(わら・う)
喝	〔喝〕喝。(カツ)
訶	(カ)〜(しか・る)(せ・める)
禾	(カ)〜(いね)(のぎ)(のぎへん)『クヮ
合	(ゴウ)(ガッ)(カッ)〜(あ・う)(あ・う)(あ・い)(あい)(あ・い)(あい)(あ・わす)(あ・わせる)(あ・わせる)(あう)(あん)(い)(か)(こう)(ごお)(に)(ね)(や)(り)(わい)『カフ『ガフ
何	(カ)〜(なに)(なん)(なに)(なん)(あが)『いず『いずれ『いづ『な『なんぞ
何某	なにがし
和	(ワ)(オ)(カ)〜(やわ・らぐ)(やわ・らげる)(なご・む)(なご・やか)(あい)(いず)(かず)(かつ)(かつり)(かづ)(たけ)(ち)(とも)(な)(にぎ)(まさ)(やす)(よし)(より)(わだこ)(わっ)『あえる『（ヲ）『クヮ『なぎ『なぐ『にき『にこ『のど
和ぎ	なぎ
和幣	にきて
劾	(ガイ)
河	(カ)〜(かわ)(かっ)(こ)(こう)『かは
河豚	ふぐ
河原	かはら『かわら
曷	(カツ)〜(なんぞ)(いつ)(いずくんぞ)(なに)
狢	{貉}狢。(カク)(ハク)(バク)〜(むじな)『もじな
盍	(コウ)〜(おお・う)(なんぞ)
荷	(カ)〜(に)(はす)(り)『になう
核	(カク)『さね『ざね
啝	(ワ)
盒	(コウ)〜(さら)(ふたもの)『ガフ『ゴウ
渮	(カ)
涸	(コ)(カク)〜(か・れる)(か・らす)(こお・る)
粭	(すくも)
鞨	(カツ)(ガチ)(セツ)(ゼチ)〜(かわぐつ)
闔	(コウ)〜(とびら)
覈	(カク)(ケツ)〜(しら・べる)
寉	(つる)
賀	(ガ)〜(か)(のり)(よし)(より)
赫	(カク)〜(あかい)(あか)(かがや・く)
褐	〔褐〕褐。(カツ)『カチ『かちん
壑	(ガク)(カク)〜(たに)
鶴	(カク)〜(つる)(たず)(ず)(か)(つ)(づ)『たづ『つる
黒	{黑}黒。(コク)〜(くろ)(くろ・ずむ)(くろ・い)
黑	{黑}黒。くろ『くろい『コク
痕	(コン)〜(あと)
很	(コン)(コウ)(ギン)〜(もと・る)
狠	(ガン)(ゲン)(コン)〜(もと・る)
恨	(コン)〜(うら・む)(うら・めしい)
亨	(コウ)(キョウ)(ホウ)〜(たてまつ・る)(とうる)(みち)(ゆき)(あきら)(なが)(あき)(とおる)(とおるふ)『カウ『キャウ
恒	{恆}恒。(コウ)〜(つね)(つねに)(のぶ)(ひさ)(ひさし)『ゴウ
恆	{恆}恒。(コウ)〜(つね・に)(わたる)(ひさし)『ゴウ『つね
桁	(コウ)〜(けた)『けた
横	{橫}横。(オウ)〜(よこ)『ワウ
横しま	よこしま
橫	{橫}横。オウ『よこ『ワウ
橫しま	よこしま
衡	(コウ)〜(ひら)『カウ『はかり『はかる
鵆	(ちどり)
軣	(コウ)〜(とどろ・かす)(とどろ・く)
薨	(コウ)〜(こう・じる)(みま・かる)
轟	(コウ)(ゴウ)〜(とどろ・かす)(とどろ・く)『ガウ『とどろ
弘	(コウ)(グ)〜(ひろ・い)(ひろ)(ひろし)(ひろむ)(みつ)(お)(こお)『ひろめる
宏	(コウ)〜(ひろ・い)(あつ)(ひろ)(ひろし)『クヮウ『ひろげる
泓	(オオ)(オウ)〜(ふか・い)
虹	(コウ)〜(にじ)『にじ
洪	(コウ)〜(ほん)
紅	(コウ)(ク)〜(べに)(くれない)(あか・い)(くれ)(もみ)『あか『グ『くれなゐ
紅絹	もみ
浤	(コウ)〜(ふか・い)
紘	(コウ)〜(おおづな)(つな)(つなぐ)(ひろ)(ひろし)『クヮウ
鴻	(コウ)〜(おおとり)(ひしくい)『おおがり『おほ『くひ
黌	(コウ)(オウ)
哄	(コウ)
訌	(コウ)
閧	(コウ)〜(とき)
鬨	(コウ)(グ)〜(とき)
侯	(コウ)
喉	(コウ)〜(のど)『こん『のみと『のんど
猴	(コウ)〜(さる)
篌	(ゴ)(コウ)
吽	(コウ)(ウン)(イン)(オン)(グ)〜(ほえ・る)
吼	(コウ)(ク)〜(ほ・える)
后	(コウ)(ゴ)〜(きさき)『きさい
厚	(コウ)〜(あつ・い)(あか)(あ)(あっ)
厚朴	ほお『ほほ
逅	(コウ)〜(あ・う)(まみ・える)
後	(ゴ)(コウ)〜(のち)(うし・ろ)(うしろ)(あと)(おく・れる)(こし)(し)(しい)(しり)『しりえ『へ『ゆり
後方	しりえ『へ
候	(コウ)〜(そうろう)『さう『さぶらう『そう『そろ
乎	(コ)(オ)〜(か)(ああ)(かな)(や)(よ)(を)
呼	(コ)〜(よ・ぶ)(よぶ)
忽	(コツ)〜(たちま・ち)(ゆるが・せ)(ぬ)
惚	(コツ)〜(ほけ・る)(ぼ・ける)(ほ・れる)
狐	(コ)〜(きつね)『きつ『けつね
弧	(コ)『ゆみ
胡	(ウ)(コ)(ゴ)〜(なんぞ)(えびす)(くる)
壷	(コ)〜(つぼ)
斛	(コク)〜(と)『さか
壺	(コ)〜(つぼ)
葫	(コ)『にんにく『ひる
湖	(コ)〜(みずうみ)(うみ)(み)『みづ
瑚	(コ)(ゴ)
楜	(コ)〜(くるみ)
槲	(コク)〜(かしわ)『かしは
蝴	(コ)
糊	(コ)(ゴ)(コツ)〜(のり)
醐	(ゴ)(コ)
餬	(コ)〜(かゆ)
鵠	(コク)(コウ)〜(くぐい)(まと)『くぐひ『こふ
虍	(コ)〜(とらかんむり)(とらがしら)
乕	(コ)〜(とら)
虎	(コ)〜(とら)(たけ)
虎魚	おこぜ『をこぜ
許	(キョ)〜(ゆる・す)(もと)『がり『ばかり
琥	(コ)
滸	(コ)〜(ほとり)
鯱	(しゃちほこ)(しゃち)『しゃっちょこ
戸	{戶}戸。(コ)〜(と)(え)(へ)(とびらのと)
互	(ゴ)〜(たが・い)(かたみ・に)
戶	{戶}戸。コ『と『へ
弖	(テ)
冴	(ゴ)(コ)〜(さ・える)(こお・る)(ひ・える)(さえ)(さえる)
冱	(ゴ)(コ)〜(さ・える)(こお・る)(ひ・える)
沍	(ゴ)(コ)〜(さ・える)(こお・る)(ひ・える)
