鵰	[彫鵰琱雕↛雕‒鵰-𫛲]<𪄄碉㓮錭>
鵱	<𨿲𪂚>
鵲	[鵲-鹊]<㹱䧿𩁆>_「舄」
鵳	<𨿱>
鵴	<𪈅𨿥𪀣𪁁䴈𪇙𪇢𪈓𪈢𪈣>
鵵	<𨿮𪆆>
鵶	[鵶⇀鴉]
鵷	[鵷-鹓]<鴛𪀈𪂦>
鵸	<𨿫>
鵹	{鸝}_<𩁟>
鵺	<𨿤>
鵻	{隼}_<䳡>
鵽	<𩿩>
鵾	[鵾-鹍]<鶤𨿪>_「*鲲」
鶀	<䳢>
鶂	<𪁌鶃鷊鷁鸛>
鶃	<鶂>
鶄	[鶄-䴖]<𨿬𪂴>
鶅	<甾𨿴>
鶇	[鶇-鸫]<鶫𪂝>
鶈	<𨿩>
鶉	[鶉-鹑]<㝇𨿡𩁛𪂎𪆾鷻醇>_<鵻>
鶊	[鶊-鹒]<𨿶>
鶌	[鶌-𫛵]
鶏	<鷄𨿸雞鸡>
鶐	<鷸>
鶒	[鶒-𫛶]<𪀦𪄠鷘𪅍𪆟>
鶓	[鶓-鹋]
鶕	<鵪>
鶖	[鶖-鹙]<𪀖𪃩>
鶗	[鶗-𫛸]<𪂿鶙>_{鷤}
鶘	[鶘-鹕]<𩀉>
鶙	<鶗>_<鷈>
鶚	[鶚-鹗]<𩀇𪀝𪄍>
鶛	<𩀊>
鶞	<𩀐>
鶟	<𩀆>
鶠	<𩀀>「*鴳」
鶡	[鶡-鹖]<䳚毼>_「鶴」
鶣	<扁>
鶤	<鵾>
鶥	[鶥-鹛]
鶦	[鶦-𫛷]{鶘}
鶨	<𩀅雉>
鶩	[鶩-鹜]<𨾣䳱騖>
鶪	[鶪-䴗]<鵙>_<𩀎>
鶫	<鶇>
鶬	[鶬-鸧]<𩀞>
鶭	[鶭-𫛯]<䲱鴋>
鶮	<鶴>
鶯	[鸎⇀鶯-莺]<鴬𪄙鷪>
鶰	[鶰-𫛫]<𪃰>
鶲	[鶲-鹟]
鶳	<鳾𪄜>
鶴	[鶴-鹤]<靏靍鸖靎鶴隺𩿖鵠鶮䳽𪇦𪈯翯霍>
鶵	<雛>_<𨿉𨿊𩿿𩿮𪀩𪀫𪄞雏>
鶶	<𩀛>
鶷	<𪃜>
鶹	[鶹-鹠]<𪅳>
鶺	[鶺-鹡]<𪃹䳭>
鶻	[鶻-鹘]<𩾤𩾥𩿆𩾻𩾲𪆸>
鶼	[鶼-鹣]
鶽	<𪄩隼>
鶾	<𪂂翰>
鶿	[`鶿⇋鷀‒鶿-鹚]
鷀	[`鶿⇋鷀]<䲿𪇔鹚>
鷁	[鷁-鹢]<鶂>
鷂	[鷂-鹞]<𩀘>
鷃	<鴳>_<𨾶䳛䳡>
鷄	[`雞⇋鷄]<鶏𨿸䳶鸡>
鷅	[鷅-𫛽]
鷆	「鷏」
鷇	<𣪸𩀠𩏻𪇀𪇄𪈞>
鷈	[鷈鷉-䴘]
鷉	[鷈鷉-䴘]<𩀗𪁦𪁯鵜>
鷊	[鷊-鹝]<𧅖鶂䳬>_「-虉」
鷋	<鵌>
鷍	<梟>
鷎	<鷱>
鷏	<鷆>
鷐	[鷐-𫜀]<𩀭𪁧>
鷑	<𩀩䲯>
鷒	<䳪𪅘>
鷓	[鷓-鹧]
鷔	[鷔-𪉑]<汼>「*傲」
鷕	<𪄼>
鷖	[鷖-鹥]<翳>_「-繄」
鷗	[鷗-鸥]<鴎䳼漚>
鷘	<鶒>
鷙	[鷙-鸷]<𪁊𪁻摯>_「騺」
鷚	[鷚-鹨]<𪅡>
鷛	<𪅟>
鷜	<𩀮𪅛𪈜>
鷞	<鸘>
鷟	<𩀥>
鷡	<𨿏>
鷢	<𩀾𪆙>
鷣	[鷣-𫜃]<𩀽>
鷤	[鷤-𫛴]
鷥	[鷥-鸶]
鷦	[鷦-鹪]<𩾗𪆅𪆄>
鷧	<𪆖>
鷨	[鷨-𪉊]<𩀵>
鷩	[鷩-𫜁]<䨆𪂟>
鷪	<鶯>
鷫	[鷫-鹔]<𪂸𪄑𪆭>
鷭	<𩀷>
鷮	<𪄘>
鷯	[鷯-鹩]<䨅>
鷰	[鷰燕↛燕]<宴郾觾䴏𪈏>
鷱	<𩀹鷎𪈪>
鷲	[鷲-鹫]<𩀻𩾵𪆩就>
鷳	[鷴↝鷳-鹇]<鷼>
鷴	[鷴↝鷳]
鷶	<𩀺鸇>
鷷	[鷷-𫜄]<蹲>
鷸	[鷸-鹬]<𨙧鶐𪈄述>
鷹	[鷹-鹰]<𤸰𤼡䧹𨿳𪇿>
鷺	[鷺-鹭]<鴼𩁐𪆽𪇸鸕>
鷻	<鶉𪆝𪆃𪈶>_<𪈷>
鷼	<鷳>
鷽	[鷽-鸴]<雤𪈔>
鷾	<𩁈>
鷿	[鷿鸊-䴙]_<𪇊>
鸀	<𩁍𪅱𪈌𪈺𪇆>
鸂	[鸂-㶉]<䳶>
鸃	<䴊>
鸄	<𩦨>
鸅	<𩁇>
鸇	[鸇-鹯]<𩁉鳽𪃋𪄃𪄐𪄟鷶𪇮>
鸉	<楊𩁒𪃌𪇚>
鸊	[鷿鸊-䴙]<𩁊𪇊>
鸋	[鸋-𫛢]<𩁔𪅢𪆢>
鸌	[鸌-鹱]<𪇡>
鸍	<𩁖𩿥𪈕>
鸎	[鸎⇀鶯]<鴬𪄙鷪莺>
鸏	[鸏-鹲]_<䴌>
鸑	<𩁓𪈡>
鸒	<𩁕𪇬>
鸓	<𤡂𤢹𪉀𤴒蠝𧕫𩁜𪆼䴎𪈦>
鸔	<𪇰>_<𪈚𪈫>
鸕	[鸕-鸬]<顱髗盧𩁨𪈒鷺>
鸖	<鶴>_<靏靍靎>
鸗	[鸗-𫛟]<𪈗>
鸘	[鸘-鹴]<鷞>
鸚	[鸚-鹦]<䨉𪈤>
鸛	[鸛-鹳]<雚鶂鵍>_<冠>_<𪈩>
鸜	<鴝>
鸝	[鸝-鹂]<𨿯𩁄𩁟𪁐𪅗𪅆𪅌𪆜𪇾𪇺𪈳𪈹>
鸞	[鸞-鸾]<鑾>
鸟	[鳥-鸟]<島𩾑𪈼>
鸠	[鳩-鸠]<勼䧱𩾛䲥𪀏>
鸡	[雞-鸡]<鷄鶏𨿸䳶>
鸢	[鳶-鸢]<𩾢𩾭䲻䳒𪀝䳣𪃘>
鸣	[鳴-鸣]
鸤	[鳲-鸤]<𨾋𨾈䲩>
鸥	[鷗-鸥]<鴎䳼>
鸦	[鴉-鸦]<鵶雅𪀹𪀨>
鸧	[鶬-鸧]<𩀞>
鸨	[鴇-鸨]<駂𨾐𨾙鳵䳈𪀀𪁣䳰𪃁>
鸩	[鴆-鸩]<酖䧵𩾺䲴䳉𪀩𨠁>
鸪	[鴣-鸪]<䧸>
鸫	[鶇-鸫]<鶫𪂝>
鸬	[鸕-鸬]<顱髗盧𩁨𪈒𩔺颅>
鸭	[鴨-鸭]<𪀋𪀌𩿼𪁗𪁨>
鸮	[鴞-鸮]
鸯	[鴦-鸯]
鸰	[鴒-鸰]<𩁎䴇𪈝䴒>
鸱	[鴟-鸱]<鵄𨾦𨾽殦𩿒䲭𩿨𪂑>
鸲	[鴝-鸲]<鸜雊𩿃𩿩𪁖>
鸳	[鴛-鸳]<𡖅夗鵷>
鸴	[鷽-鸴]<雤𪈔>
鸵	[鴕-鸵]<𪂊>
鸶	[鷥-鸶]
鸷	[鷙-鸷]<𪁊𪁻>
鸸	[鴯-鸸]<𨾿>
鸹	[鴰-鸹]<𪁝>
鸺	[鵂-鸺]<𩾹𪀪>
鸻	[鴴-鸻]
鸼	[鵃-鸼]
鸽	[鴿-鸽]<䧻>
鸾	[鸞-鸾]<鑾>
鸿	[鴻-鸿]<𨾊䲨𩾯𪅯>
鹀	[鵐-鹀]<𪂐>
鹁	[鵓-鹁]
鹂	[鸝-鹂]<𨿯𩁄𩁟𪁐𪅗𪅆𪅌𪆜𪇾𪇺𪈳𪈹>
鹃	[鵑-鹃]<𨿔䳌>
鹄	[鵠-鹄]<䧼鶴>
鹅	[鵝-鹅]<鵞䳘𨿍䳗>
鹆	[鵒-鹆]<𨾳𨿜𪃪>
鹇	[鷳-鹇]<鷴鷼>
鹈	[鵜-鹈]<鴺𪁩鷉>
鹉	[鵡-鹉]<𨾥䳇>
鹊	[鵲-鹊]<㹱䧿𩁆>
鹋	[鶓-鹋]
鹌	[鵪-鹌]<𩀂䨄𪁟𪂻𪃬鶕䳺𪈍>
鹍	[鵾-鹍]<鶤𨿪>
鹎	[鵯-鹎]<𨿵𪂃>
鹏	[鵬-鹏]<鳳𩿾𪈵>
鹐	[鵮-鹐]<𢽣㪠𪅎>
鹑	[鶉-鹑]<㝇𨿡𩁛𪂎𪆾鷻>
鹒	[鶊-鹒]<𨿶>
鹓	[鵷-鹓]<鴛𪀈𪂦>
鹔	[鷫-鹔]<𪂸𪄑𪆭>
鹕	[鶘-鹕]<𩀉>
鹖	[鶡-鹖]<䳚>
鹗	[鶚-鹗]<𩀇𪀝𪄍>
鹘	[鶻-鹘]<𩾤𩾥𩿆𩾻𩾲𪆸>
鹙	[鶖-鹙]<𪀖𪃩>
鹚	[鶿-鹚]<鷀䲿𪇔>
鹛	[鶥-鹛]
鹜	[鶩-鹜]<𨾣䳱>
鹝	[鷊-鹝]<𧅖鶂䳬>
鹞	[鷂-鹞]<𩀘>
鹟	[鶲-鹟]
鹠	[鶹-鹠]<𪅳>
鹡	[鶺-鹡]<𪃹䳭>
鹢	[鷁-鹢]<鶂>
鹣	[鶼-鹣]
鹤	[鶴-鹤]<靏靍鸖靎鶴隺𩿖鵠鶮䳽𪇦𪈯>
鹥	[鷖-鹥]<翳>
鹦	[鸚-鹦]<䨉𪈤>
鹧	[鷓-鹧]
鹨	[鷚-鹨]<𪅡>
鹩	[鷯-鹩]<䨅>
鹪	[鷦-鹪]<𩾗𪆅𪆄>
鹫	[鷲-鹫]<𩀻𩾵𪆩>
鹬	[鷸-鹬]<𨙧鶐𪈄>
鹭	[鷺-鹭]<鴼𩁐𪆽𪇸>
鹮	[䴉-鹮]<䴋>
鹯	[鸇-鹯]<𩁉鳽𪃋𪄃𪄐𪄟鷶𪇮>
鹰	[鷹-鹰]<𤸰𤼡䧹𨿳𪇿>
鹱	[鸌-鹱]<𪇡>
鹲	[鸏-鹲]
鹳	[鸛-鹳]<雚鶂鵍萑>
鹴	[鸘-鹴]<鷞>
鹵	[滷鹵-卤]<鑪𠧸塷瀂𪉖西>_「-擄-魯-虜-櫓」
鹸	<碱鹼>
鹹	[碱硷鹹⇀鹼‒咸鹹-咸]<醎堿醶𨣇𨣝𪉳>
鹺	[鹺-鹾]<醝𪉤𪉬𪉵𪊁𪊈>
鹻	[鹻⇀鹼]
鹼	[碱硷鹹⇀鹼‒鹻⇀鹼‒鹼-碱‒~鹼礆-硷]<鹸𥃡𪉦堿險険坎嶮险>
鹽	[鹽-盐]<𦣪塩𪉩𨣎𪉟𪉹>_「-豔」
鹾	[鹺-鹾]<醝𪉤𪉬𪉵𪊁𪊈>
鹿	<𢉖𢊩䴪𪋵廘>「-角-麓」_<𢈘鹿>
麀	<𪊛𪋎牝>
麁	<麤>
麂	<𪊋𪊨>
麃	<麅>「-皫-穮」
麄	<粗麤>
麅	<麃𪊚>
麆	<𪊹粗麤>
麇	<麏麕>「-稛」
麉	<𪊑>_<𪊑>
麊	<麋>
麋	<䴢麊>「-糜-靡-湄-眉」
麏	<麇>
麐	[麐⇀麟]_<𪊺>
麑	<猊麛>
麒	<𪊔>
麓	<㯟𣝹𪋤>
麕	<麇>
麖	<𪋔𪋠𪋥>_<麠>
麗	[麗-丽]<儷欐欚𣀷𠀙婯𡡜䴡𪋘>_<𠀞丽𠧥>「斯-罹」
麘	<香>
麙	<𧇱羬>
麚	<𢉻䴥>
麛	<𪋃麑𪋈𪋗𪋸>
麝	<𤚑𪋧>
麞	[麞⇀獐]<𪋀>
麟	[麐⇀麟]<𪊓𪊭𪊱𪊺𪋲𪋷>_「-鱗」
麠	<麖>
麢	<羚>_<𪋶>
麣	<𪋹>
麤	[觕麤粗↛粗]<麄𡔙𧆓麁麆𪋙𪋨𧇿𥼡蔍䚘觸>
麥	[麥-麦]
麦	[麥-麦]
麧	<𥝖籺𥸽𪌇>
麨	[麨-𪎊]<𩚙𪌕𪌬𪍉𪍇𪍑>
麩	[粰䴸⇀麩-麸]<麬𨦶𪌐麱𪌻>
麪	[麪⇀麵‒面麪~麫-面‒麪~麵-面麺]<𪋽>
麫	[面麪~麫-面]「麵」
麬	[麬-𤿲]<麸麩>
麮	<𪌥>
麯	[麴⇋麯‒曲麴~麯-曲]<鞠>
麰	<弁𦭷𪌸𪍘𪍓𪍫>
麱	<麩>
麲	[麲-𪎉]
麳	[麳-𪎌]<䅘𪎂>
麴	[麴⇋麯‒曲麴~麯-曲‒麴-曲~麹]<𥶶𩍔𪋼𪌗𪌬𪌲𪍚>_「-鞠」
麵	[麪⇀麵‒麪~麵-面麺]
麷	[麷-𫜑]<𥽈䵄>
麸	[麩-麸]<麬粰䴸𨦶𪌐麱𪌻稃𥼄>
麹	[麴-曲~麹]<麯𥶶𩍔𪋼𪌗𪌬𪌲𪍚鞠𠚖䒼𨴈>
麺	[麪~麵-面麺]<麫𪋽靣𡇢𨉥𠚑>
麻	[蔴⇀麻]<痲𦲬>_<麻>
麼	[麼-么麽]
麽	[麼-么麽‒麽-么麽]<𡭚𡭯尛𡮡𤹳䯢>「*嘛」_<幺嗎糸>
麾	<戲𣬡𪎜𪎮揮>
黀	<掫𪎪>
黂	<𪎰>_<萉>
黃	[黃-黄]_<𡕛>
黄	[黃-黄]<𡕛𨝴>_「-潢」
黇	<𪏊>
黉	[黌-黉]
黋	<爌>
黌	[黌-黉]<𣍜𪏬>
黍	<𥞆𥞫>
黎	<㴝犂𥟖𥡓䊍菞𦴙𦺙𨛫𨝟𪏯𪏱𪏵黧>「-蔾-遲-耆」_<棃驪藜>
黏	<𥹽䴴>_<粘糊餬煳䊀䉿𩰯𩱍𩚩䭅䭍䭌𩞵>
黐	<𦡬粚𥹗𥺡𥼝𪐑>
黑	[黒↦黑]<𪐗𪐫>
黒	[黒↦黑]<𪐗𪐫>
黓	<弋>
黔	<𦌣軡𪑙>「-黥」
黕	<𪐨>
黗	<𪐠>
默	[黙↦默]<墨嘿㱄嚜穆>
黙	[黙↦默]<墨嘿㱄>
黚	<𪒭𪒯>
黛	<黱>
黜	<詘𪐽>{絀}「-屈」
黝	<坳黟>_<幽>
點	[點-点]_<㸃>
黟	<𢉬𣘦𪐚𪐭黝𪑁>
黡	[黶-黡]
黣	<黴>
黤	<𩅝𩈷𩈿𪒠𪒻黯>_<黭>
黥	<剠䵞𪐛>
黦	<䵫𪑦𪑲>
黧	<𩧋䵩𪑤𪑢𪒁𪒅𪒨𪒚𪒺黎>
黨	[黨党-党]<儻讜䣊攩>
黩	[黷-黩]
黪	[黲-黪]
黫	<黰>
黬	<黶𪒹>
黭	<𪒈>「黤-奄」_<𩅝𩈷𩈿𪒠𪒻黯>
黮	<𪑓𪓂>「-葚」
黯	<黤𪒠>
黰	<𪐘𪐜黫𪑸𪑳>
黱	<黛>
黲	[黲-黪]
黳	<𩯗>
黴	[黴-霉]<𪑛䆀𩽚黣>
黵	<𪒧>
黶	[黶-黡]<黬𪒞>
黷	[黷-黩]<讟>_「*贖」
黹	<絺>_<黹>
黻	<𦓗>_「-紱」
黼	<𦓞𩠤>
黽	[黽-黾]<𥜐𦊣𦋍𪓑𪓙𪓖𪓕𪓝>
黾	[黽-黾]<𥜐𦊣𦋍𪓑𪓙𪓖𪓕𪓝>
黿	[黿-鼋]<魭𠀻𪓒𪓣蚖>
鼀	<䵸>_<𪓵𪓰>
鼁	<𧉧>{鼀}
鼂	[鼂↦鼌]<晁𪓨𪓲朝>_<𣆷>
鼃	[鼃⇀蛙]<䵷𡔩𡔻䖯𪓤>
鼄	<蛛>
鼅	<蜘>
鼇	[鼇鰲↛鰲]<𩼡𪓴𪓶𪓾鳌>
鼈	[鼈⇀鱉]<龞>
鼉	[鼉-鼍]<鱓𪓸𪓽𪛄>
鼋	[黿-鼋]<魭𠀻𪓒𪓣𩵶>
鼌	[鼂↦鼌]
鼍	[鼉-鼍]<鱓𪓸𪓽𪛄>
鼎	<㫀𣂨𣂰𣃊𣃒𥅀𥇴鐤𪔂鼑>「*釘」
鼏	<𠕪>
鼑	<鼎>_<㫀𣂨𣂰𣃊𣃒𥅀𥇴鐤𪔂>
鼒	<鎡𪔄>_<镃>
鼓	[皷⇀鼓]<𠡉𡔷𣫊𩉨𩉲𩉩𩊉𩌀鼔𪔎𪔐𪔨>
鼔	<鼓>
鼕	[冬鼕-冬]<㲇𪔖𪔝𠔙𠘀𠘗𣆼𣅈昸㫡𧆼終>
鼖	<𡒡𢿠𥀢䩿𪔓𪔫𪔵>_<鼖>
鼗	[鞀-鼗]<鞉𡣐㲈𩊲𩌿𩎣𪔛>
鼘	<𪔗𪔥𪔱鼝>_<淵>
鼙	<𧯿>
鼛	<𡅦皋𪔌>_<咎>
鼜	<𥀽𪔯>_<𧒕>
鼝	<鼘>
鼞	<𨲗闣>
鼟	<𣫤>
鼠	[鼡↦鼠]<𠏙𣆎𣆨𦥩䑕癙予>
鼡	[鼡↦鼠]<𠏙𣆎𣆨𦥩䑕>
鼢	<蚡𪖅>_<蚠>
鼣	<𪕟>
鼥	<𪖆>
鼦	<貂>_<㹦𪔸>
鼨	<𪔻𪕄>
鼩	<𪖏>
鼪	<狌䲼>
鼬	<𪕏>
鼭	<𪕵>
鼯	<𧋋𪁙𪕡𪕜>
鼳	<𪕯>
鼴	[`鼴⇋鼹]<蝘𪕤>
鼶	<𪕧𪕬𪕽>_<𪕻>
鼸	<𪕼>
鼹	[`鼴⇋鼹]<蝘𪕤>
鼺	<鸓>
鼻	<𢋛𦤓>_<鼻>
鼼	<𪖐>
鼽	<𪖒𪖓𪖖>「-頄」
鼾	<𠱢哻𠵸𪖟>
鼿	<𪖡𪖤>
齁	<𪖙>
齂	<唏>
齃	<頞>
齄	[齇-齄]
齅	<嗅>_<㗜嚊𪖻>
齆	<𪖵𪗃>
齇	[齇-齄]<𦟰皶皻>
齉	<儾>
齊	[齊-齐]<斊亝斉劑臍𠫼𡕓齍齋粢資躋齏濟剪醮儕齎>_<𠫸>_<𠄷>
齋	[亝⇀齋-斋]<斎𠆈𠫱𥚪𥜷𠮘夈㪰䄢䬩𩛚𩝦𩱥𩱳齊𪗑𪗒𪗓𪗋>_<𠫸>
齌	<㸄𤒱臍>
齍	<璾𪔉粢齊>「-資」
齎	[賷⇀`齎⇋賫‒齎-赍]<𧛁䝴𧷔>_「-齌-資-齊」(臍)
齏	[齏-齑]<韲𠬘𦦏虀𧅱𩐇𩐈䪠𩐊䪡䪢𩐎𩐋𩐐𩐑𩐒齊薺>_<𩐊䪣>
齐	[齊-齐]<斉斊亝劑臍𠫼𡕓齍齋粢斎𠆈𠫱𥚪𥜷𠮘夈斋㪰䄢䬩𩛚𩝦𩱥𩱳𪗑𪗒𪗓>
齑	[齏-齑]<韲𠬘𦦏虀𧅱𩐇𩐈䪠𩐊䪡䪢𩐎𩐋𩐐𩐑𩐒>
齒	[齒-齿]<歯𠔒𦥒𠚒𠚕𣦗𡽔𦦂>_<𣥫>_<𣦋>
齓	<齔>
齔	[齔-龀]<齓𪗕𪗗𪗠𪗥>
齕	[齕-龁]<𪗟>_「*頜」
齖	<𪘣牙>
齗	[齗-龂]<㹞𪘎齦齴>
齘	<吤𪗢𪗣>
齙	[齙-龅]
齚	<齰>
齛	<齥𪙚𪙥噬>
齜	[齜-龇]<呲呰𪗶𪘿>
齝	<呞𪗪𪗺𪙋>
齞	<𪗛齴>
齟	[齟-龃]<𪗱䶥>
齠	[齠-龆]<髫𪘈>
齡	[齡-龄]<齢𠎜秢軨零>_<𪗲>
齢	[齢↦龄]<齡>
齣	[出齣-出]<岀>
齤	<𪙖>
齥	<齛>
齦	[齦-龈]<啃㸧齗𪘄𪘟𪘩>
齧	[齧囓嚙↛嚙‒齧-啮𫜩‒齧嚙-啮]<𪘂𠲼𠼜𡾐𩖁𪘅𪘖𪘎𪙓>
齨	<𩢹>
齩	[齩⇀咬‒齩-𫜪]<噛嚙齧囓啮𠸀𪗡䶧𪘂𠲼𠼜𡾐𩖁𪘅𪘖𪘎𪙓>
齪	[齪-龊]<齱促䇍踀𪘛𪘏𪘮>
齫	<𪘩齳>
齬	[齬-龉]<𪘚𦥉>
齭	[齭-𫜭]<齼>_<𪘷>
齮	<𡄘𪙴>
齯	[齯-𫠜]<兒倪>
齰	[齰-𫜬]<齚䶡𪙮䶦>_「-鑿」
齱	<𪘸齪>
齲	[齲-龋]<䶚>_<𤘐>
齳	<齫𪘩>
齴	[齴-𫜮]<齗𪗯齞>
齶	[`齶⇋腭]<㗁𦠍𪘰𪘽鄂>_「顎」
齷	[齷-龌]<䠎>
齹	<𪘠𪘲𪙐𪙉𪙸𪙼𪚍𪘓>
齺	<𪘴𪙗>
齻	<𪚉>
齼	<齭𪘷𪙀>
齽	<噤>
齾	[齾-𫜰]<𪚋>_<𪚊>
齿	[齒-齿]<歯𠔒𦥒𠚒𠚕𣦗𡽔𦦂>
龀	[齔-龀]<齓𪗕𪗗𪗠𪗥>
龁	[齕-龁]<𪗟>
龂	[齗-龂]<㹞𪘎齦齴>
龃	[齟-龃]<𪗱䶥>
龄	[齡-龄]<齢𠎜秢軨>
龅	[齙-龅]
龆	[齠-龆]<髫𪘈>
龇	[齜-龇]<呲呰𪗶𪘿>
龈	[齦-龈]<啃㸧齗𪘄𪘟𪘩>
龉	[齬-龉]<𪘚𦥉>
龊	[齪-龊]<齱促䇍踀𪘛𪘏𪘮𪘸>
龋	[齲-龋]<䶚>
龌	[齷-龌]<䠎>
龍	[龍-龙]<𠉒𠊋𢅛㡣𢀀竜𥪖𥪑𥪐𥪢𥫆𥫈𦱸𦱉䰱䮾龒>「-尨-壟-寵-蘢」_<壠>
龎	[龎-厐]「龐」
龏	<恭>
龐	[龐-庞]<䮾>
龑	[龑-䶮]<𪚔>
龒	<龍>_<竜>
龓	[龓-𫜲]<𪚞>
龔	[龔-龚]<供>「-用」_<恭>
龕	[龕-龛]<𪚕>「-堪-戡」
龗	<𪚕𩆇𩆈靇靈>
龘	<讋>
龙	[龍-龙]<竜龒𠉒𠊋𢅛㡣𢀀𥪖𥪑𥪐𥪢𥫆𥫈𦱸𦱉䰱䮾能>
龚	[龔-龚]<供>
龛	[龕-龛]<𪚕>
龜	[龜-龟]<𠁴𤕣𠃾亀𪚨𧑴𪚿𪚦𪚧𪚺龜>「-皸」
龝	[秌龝⇀秋]<穐𤇫𥣨𥤛𪛁𥤠𧇸𪔁𪚼鞦鞧>
龞	<鱉>_<鼈蟞𪔀鳖>
龟	[龜-龟]<亀𠁴𤕣𠃾𪚨𧑴𪚿𪚦𪚧𪚺>
龠	<𠎤>_<籥𨷲鑰>
龡	<吹>_<䶴>
龢	[咊⇀龢和↛和]<咼𤧗惒盉𥤉𧇮訸鉌>
龣	<角>
龤	<諧>
龥	<籲>
龭	[龭-𩨎]
龯	[龯-𨱆]
鿎	[䃮-鿎]
鿏	[䥑-鿏]
鿒	[鿓-鿒]
鿓	[鿓-鿒]
鿔	[鎶-鿔]
𠀁	<七>
𠀃	<且几>
𠀅	<亥>
𠀇	<且>
𠀈	<丘>
𠀉	<丘>
𠀋	<丈>
𠀌	<丘>
𠀍	<世>
𠀎	<㠭>
𠀑	<天>
𠀒	<平>
𠀕	<互>
𠀘	<天>
𠀙	<麗>
𠀚	<不>
𠀜	<邱>
𠀞	<麗>
𠀟	<𣐺>
𠀠	<箕>
𠀡	<天>
𠀤	<並>
𠀥	<亘>
𠀩	<汀>
𠀬	<㐁>
𠀭	<平>
𠀮	<箕>
𠀯	<淵>
𠀰	<多>
𠀺	<除>
𠀻	<黿>
𠀼	<夏>
𠁁	<𨪐>
𠁃	<鋪>
𠁅	<處>
𠁈	<君>
𠁊	<爽>
𠁏	<𠁐>_<壼>
𠁐	<壼>
𠁕	<壼>
𠁗	<奭嚇>
𠁘	<載>
𠁜	<踊>
𠁡	<卜>
𠁢	<卜>
𠁣	<戶>
𠁤	<四>
𠁥	<𦫳>
𠁦	<中>
𠁧	<中>
𠁩	<中>
𠁬	<乖>
𠁮	<叔>
𠁰	<乖>
𠁱	<事>
𠁲	<阱>
𠁴	<龜>
𠁷	<丳>
𠁼	<伊>
𠁽	<丸>
𠁾	<卩>_<㔿>
𠁿	<丹>
𠂁	<丹>
𠂂	<終>
𠂄	<驩>
𠂇	<屮左>_<屮>
𠂈	<殄>
𠂍	<萬>
𠂎	<㔿>
𠂏	<奶>
𠂔	<𠥽>
𠂕	<矢>
𠂖	<弟>
𠂘	<厄>
𠂙	<弟>
𠂜	<乏>
𠂝	<匝>
𠂞	<乎>
𠂟	<釆>
𠂠	<釆>
𠂡	<風>
𠂢	<派>
𠂣	<𡰴隱>_<㐆>
𠂤	<堆>_<魁>
𠂥	<官>
𠂦	<用>
𠂨	<窗>
𠂩	<氏>
𠂬	<厄>
𠂮	<辰>
𠂯	<乖>
𠂱	<𤿙>
𠂳	<總>
𠂵	<用>
𠂶	<烏>
𠂷	<幸>
𠂹	<垂>_<𢏒>
𠂺	<思>
𠂼	<扂>
𠂽	<畏>
𠂾	<坯>
𠂿	<手>
𠃀	<垂>
𠃁	<魅>
𠃂	<岯>
𠃄	<愈>
𠃈	<陸>
𠃉	<鳦>
𠃊	<隱>_<乚𠃑>
𠃋	<肱>
𠃏	<糾>_<丩>
𠃐	<會>
𠃑	<𠃊>
𠃔	<允>
𠃕	<州>
𠃚	<糾>_<丩>
𠃜	<尸>
𠃞	<禮>
𠃟	<也>
𠃠	<丑>
𠃡	<萬>
𠃢	<四>
𠃤	<荒>
𠃥	<舉>
𠃧	<飛>
𠃨	<丮>
𠃬	<𠷎>_<疇>
𠃭	<始>
𠃰	<備>
𠃲	<截>
𠃳	<馗>
𠃵	<乾>
𠃶	<亂>
𠃹	<亂>
𠃼	<思>
𠃽	<慃>
𠃾	<龜>
𠃿	<亂>
𠄁	<馗>
𠄃	<乾>
𠄄	<乾>
𠄇	<酪>
𠄈	<亃>
𠄉	<湩>
𠄊	<乾>
𠄌	<乙>
𠄎	<乃>
𠄏	<佻>
𠄑	<𡳾>
𠄒	<垂殺>
𠄓	<州>
𠄔	<幻>
𠄕	<乃>
𠄗	<周>
𠄙	<爭>
𠄛	<豫>
𠄝	<豫>
𠄞	<上>
𠄟	<下>
𠄠	<二>
𠄡	<五>
𠄢	<亘>
𠄣	<亘>_<亙>
𠄤	<純>
𠄨	<恆>
𠄭	<亙>
𠄮	<亞>
𠄰	<老>
𠄴	<靅>
𠄵	<聖>
𠄷	<齊>
𠄹	<亟>
𠅁	<亡>
𠅃	<亦>
𠅅	<末>
𠅆	<亥>
𠅈	<鬧>
𠅏	<克>
𠅔	<克>
𠅖	<享>
𠅘	<亭>
𠅙	<亮>
𠅛	<緦>
𠅞	<乘>
𠅟	<乘>
𠅠	<享>
𠅡	<克>
𠅣	<𡕧>
𠅦	<勉>
𠅨	<𠅬>
𠅩	<孰>
𠅪	<聒>
𠅫	<勝>
𠅬	<𠅨>
𠅰	<彘>
𠅷	<享>
𠅸	<耄>
𠅺	<𥄂>
𠅽	<𡮎>
𠆁	<蓏>
𠆂	<衰>
𠆆	<𦎧>_<𦎫>
𠆇	<奥>
𠆈	<齋>
𠆉	<棄>
𠆊	<壼>
𠆋	<泰>
𠆌	<庸>
𠆎	<䙟>_<𩎮>
𠆏	<衰>
𠆑	<奥>
𠆓	<𠆙>
𠆔	<睨>
𠆕	<𢆣>
𠆖	<泰>
